index_in_dataset,dataset,start_time,ttft,finish_time,throughput,generated_text,ROUGEL
39,hotpotqa,2356364.582551363,1.9243196062743664,1.9243196062743664,14.550597472844023,Around the World in 80 Days.,1.0
40,hotpotqa,2356366.507428305,1.8707673866301773,1.8707673866301773,11.759880013532152,Nobel Prize in Physics,1.0
41,hotpotqa,2356368.378714255,1.8200364639051256,1.8200364639051256,16.48318624102238,Christmas television specials.,0.759493670886076
42,hotpotqa,2356370.199214325,1.323282047174871,1.323282047174871,9.824058316028871,Eileen Atkins,1.0
43,hotpotqa,2356371.522979996,1.736266611609608,1.736266611609608,2.879742066435721,Iran.,1.0
44,hotpotqa,2356373.259766687,1.8240863559767604,1.8240863559767604,6.030416248637378,Hakim Jamal,1.0
45,hotpotqa,2356375.084356331,1.6750371754169464,1.6750371754169464,20.298056961951783,Keith Morris is known for playing.,0.7857142857142858
46,hotpotqa,2356376.759849884,1.3664290327578783,1.3664290327578783,24.882375289829312,YIVO Institute for Jewish Research,1.0
47,hotpotqa,2356378.126783456,1.5055500147864225,1.5055500147864225,27.23257254646321,"Joseph Glidden was born January 18, 1813.",0.5614035087719299
48,hotpotqa,2356379.632891173,1.4204306667670608,1.4204306667670608,26.04843788976552,Tongshanjiabu is the higher mountain.,0.8571428571428571
49,hotpotqa,2356381.053879465,1.896561515983194,1.896561515983194,10.01813009484706,Rue Lhomond in 1867,0.653061224489796
50,hotpotqa,2356382.950955668,0.7029424328356981,0.7029424328356981,22.761465594636757,Pope Sergius III,0.42857142857142855
51,hotpotqa,2356383.65443752,1.806751519907266,1.806751519907266,17.71134527765193,Manchester United Football Club.,1.0
52,hotpotqa,2356385.461712921,1.811642617918551,1.811642617918551,19.87146893318366,"Yes, they are both American authors.",1.0
53,hotpotqa,2356387.273871599,0.944727649912238,0.944727649912238,12.702073450602148,Averill Park,0.9600000000000001
54,hotpotqa,2356388.219035284,1.0179533888585863,1.0179533888585863,13.753085507871786,IndyCar Series,1.0
55,hotpotqa,2356389.237464755,1.6588450642302632,1.6588450642302632,19.290529712519373,"Yes, both are carbonated drinks.",1.0
56,hotpotqa,2356390.896823897,1.5920116319321096,1.5920116319321096,11.306450052852126,Mississippi State.,0.6428571428571429
57,hotpotqa,2356392.489335232,2.005585129838437,2.005585129838437,13.961012964957307,Floyd Casey Stadium in Waco.,1.0
58,hotpotqa,2356394.495434818,1.6462358590215445,1.6462358590215445,2.4297854879539784,2010,0.3636363636363636
59,hotpotqa,2356396.142143097,1.5829884284175932,1.5829884284175932,22.74179605721235,The name Gajabrishta means elephant.,0.6865671641791045
60,hotpotqa,2356397.725914461,1.805609555914998,1.805609555914998,8.30744384956398,British author.,0.7142857142857143
61,hotpotqa,2356399.531984402,0.8874786379747093,0.8874786379747093,43.94471971629744,"Yes, both mines were located in Canada.",0.8695652173913044
62,hotpotqa,2356400.420031721,1.863881108351052,1.863881108351052,9.657268330770483,"November 23, 2002.",0.606060606060606
63,hotpotqa,2356402.284468537,1.4952086438424883,1.4952086438424883,8.025635786295073,Faye Dunaway,0.17073170731707318
64,hotpotqa,2356403.780183504,1.8891570940613749,1.8891570940613749,16.409434714269917,British composer Peter Gabriel.,0.6571428571428573
65,hotpotqa,2356405.669810124,2.004412965849042,2.004412965849042,16.962572373701477,Vernon L. Smith and Yakir Aharonov,0.696969696969697
66,hotpotqa,2356407.674779191,1.471137662883848,1.471137662883848,6.1177143560837415,Deftones.,1.0
67,hotpotqa,2356409.146399053,1.9480216512456536,1.9480216512456536,47.74074248124069,There is no information about the population of the town where The Stelljes House is located.,1.0
68,hotpotqa,2356411.094993575,1.3015004377812147,1.3015004377812147,3.8417197988223126,India,1.0
69,hotpotqa,2356412.396943301,2.0177195598371327,2.0177195598371327,17.34631546260331,"Yes, both are well-known musicians.",0.8135593220338984
70,hotpotqa,2356414.415180817,1.638808895368129,1.638808895368129,6.712192026227101,"May 5, 1939",1.0
71,hotpotqa,2356416.054539388,1.745205151848495,1.745205151848495,8.021979527834542,Philip K. Dick,0.9655172413793104
72,hotpotqa,2356417.800233744,1.157992608845234,1.157992608845234,25.043337736774674,What Are Little Boys Made Of?,0.48648648648648657
73,hotpotqa,2356418.95879334,1.5353290140628817,1.5353290140628817,22.79641671551615,Capital Cities is in the pop genre.,1.0
74,hotpotqa,2356420.49464864,1.5287616229616106,1.5287616229616106,20.27785073512305,Morgan Llywelyn was born first.,1.0
75,hotpotqa,2356422.023912153,0.8383785248734057,0.8383785248734057,33.39780203008894,Jack Young scored 14 points.,1.0
76,hotpotqa,2356422.862786723,1.6077464129775765,1.6077464129775765,10.573806828475943,Big 12 Conference,1.0
77,hotpotqa,2356424.470998708,2.255355658940971,2.255355658940971,27.490121016706,"Brittany, Cornwall, Ireland, Isle of Man, Scotland, and Wales.",0.9666666666666666
78,hotpotqa,2356426.726910896,0.7243176968768239,0.7243176968768239,20.709144709121848,coaxial cables.,0.9655172413793104
79,hotpotqa,2356427.451705387,1.1058627762831748,1.1058627762831748,26.223868478030823,Steel Venom is farther north.,1.0
80,hotpotqa,2356428.55801202,1.3470373232848942,1.3470373232848942,25.982947461803636,Lev Yilmaz was known for animation.,1.0
81,hotpotqa,2356429.905576021,1.881686485838145,1.881686485838145,8.503010528277905,Man Haron Monis.,0.967741935483871
82,hotpotqa,2356431.787779162,1.5591856478713453,1.5591856478713453,3.848162666319697,Hawaii,0.41379310344827586
83,hotpotqa,2356433.34740919,1.0561742447316649,1.0561742447316649,15.149015496079452,the 100 m sprint,0.7777777777777777
84,hotpotqa,2356434.404097588,1.9753783512860537,1.9753783512860537,23.28667820524209,due to complications with Alzheimer's disease.,1.0
85,hotpotqa,2356436.379939227,0.8798740631900728,0.8798740631900728,42.05147253216301,"Yes, both are flowering plant genera.",1.0
86,hotpotqa,2356437.260356442,2.0049645518884063,2.0049645518884063,11.970286445910096,Leucippus and Democritus,0.9795918367346939
87,hotpotqa,2356439.265836265,1.6826749830506742,1.6826749830506742,5.348626496890732,Hollywood,0.6428571428571429
88,hotpotqa,2356440.948980532,1.65686924289912,1.65686924289912,10.26031479119868,Office buildings.,0.7234042553191489
89,hotpotqa,2356442.606300679,1.144476844929159,1.144476844929159,3.4950466824408264,1937,1.0
90,hotpotqa,2356443.751233826,1.3102296562865376,1.3102296562865376,12.974824618289835,Big 12 Conference,1.0
91,hotpotqa,2356445.061920973,1.9339268361218276,1.9339268361218276,5.170826431083276,at 6:30pm.,0.42857142857142855
92,hotpotqa,2356446.996359769,2.021858197171241,2.021858197171241,14.343241301775551,"No, only Werther is an opera.",0.7272727272727274
93,hotpotqa,2356449.018739794,1.8474125759676097,1.8474125759676097,8.660761655592694,Writer and poet.,1.0
94,hotpotqa,2356450.866670735,1.4816321046091616,1.4816321046091616,26.322323793252156,"No, only AMG is based in Massachusetts.",0.7761194029850746
95,hotpotqa,2356452.348837845,1.7889931127429008,1.7889931127429008,10.62049924321342,Bonus Army protest.,0.6500000000000001
96,hotpotqa,2356454.138312486,1.8131564850918949,1.8131564850918949,11.5820119072269,Republic Airways Inc.,1.0
97,hotpotqa,2356455.951922643,1.3537882771342993,1.3537882771342993,2.954671766302486,1909,0.14814814814814817
98,hotpotqa,2356457.306154717,1.139396132901311,1.139396132901311,14.042526157481564,Bill McCutcheon.,0.761904761904762
99,hotpotqa,2356458.446037919,1.8895327569916844,1.8895327569916844,12.17232139262734,Field Marshal John Gort,0.851063829787234
100,hotpotqa,2356460.33636731,1.6961839948780837,1.6961839948780837,6.485145499082867,Polk County,0.9565217391304348
101,hotpotqa,2356462.033001668,1.6533532720059156,1.6533532720059156,12.0966283120698,James II of England.,1.0
102,hotpotqa,2356463.686856794,1.2863127146847546,1.2863127146847546,10.88382307052844,Pinball Wizard,1.0
103,hotpotqa,2356464.973636648,0.9566060090437531,0.9566060090437531,4.181449794569551,2006,0.0
104,hotpotqa,2356465.930699438,2.0530348191969097,2.0530348191969097,17.04793297840464,Afro-Caribbean religion of Santería,0.909090909090909
105,hotpotqa,2356467.984291898,1.6253613107837737,1.6253613107837737,4.92198254438718,American,0.9411764705882353
106,hotpotqa,2356469.610087977,1.811896976083517,1.811896976083517,11.5900629435302,Michael Joseph Swango,1.0
107,hotpotqa,2356471.422484868,1.9228071048855784,1.9228071048855784,13.521897195999388,Juan Rulfo was born first.,1.0
108,hotpotqa,2356473.345828313,1.8892499962821605,1.8892499962821605,5.822416314223534,Merck & Co.,1.0
109,hotpotqa,2356475.235600263,1.342587993014604,1.342587993014604,12.662112344553854,26 September 1961,1.0
110,hotpotqa,2356476.578698259,2.106821686960757,2.106821686960757,24.68172808445587,U.S. representative for Montana's at-large district.,0.9052631578947368
111,hotpotqa,2356478.686050151,1.9327030861750245,1.9327030861750245,17.074531642265686,Alice's Adventures in Wonderland.,1.0
112,hotpotqa,2356480.619225233,1.7864065640605986,1.7864065640605986,8.956527770269236,"Vienna, Austria.",1.0
113,hotpotqa,2356482.406133374,1.7813893998973072,1.7813893998973072,16.279427733022203,"Yes, both are types of games.",1.0
114,hotpotqa,2356484.188057173,0.5737527851015329,0.5737527851015329,20.914931154323625,Albert Park.,1.0
115,hotpotqa,2356484.762277935,1.424088698811829,1.424088698811829,14.044069036350583,filmmaker and actor.,0.8163265306122449
116,hotpotqa,2356486.186866005,1.491427053231746,1.491427053231746,8.716483968713414,Jeffersontown,0.4905660377358491
117,hotpotqa,2356487.678790009,2.4093666607514024,2.4093666607514024,25.732903592458708,"John Musker, Ron Clements, Dave Michener, and Burny Mattinson.",0.5909090909090909
118,hotpotqa,2356490.088796853,1.3346331440843642,1.3346331440843642,2.997078274078254,WAMC,0.1904761904761905
119,hotpotqa,2356491.423917879,1.8564963121898472,1.8564963121898472,5.9251396987828375,Bassendean.,1.0
120,hotpotqa,2356493.280866275,0.5384712317027152,0.5384712317027152,20.428203685490477,the pochard,0.368421052631579
121,hotpotqa,2356493.819777891,1.0527743929997089,1.0527743929997089,17.09768030044114,Mimosa is a shrub.,1.0
122,hotpotqa,2356494.873060755,1.761408334132284,1.761408334132284,25.54773877697597,Paranormal and mysterious phenomena reported.,0.7529411764705882
123,hotpotqa,2356496.63498796,1.739120015874505,1.739120015874505,8.625051671581934,Coca-Cola FEMSA,1.0
124,hotpotqa,2356498.374604753,2.127097616903484,2.127097616903484,22.565960122636906,Ellie Kemper stars in Unbreakable Kimmy Schmidt.,1.0
125,hotpotqa,2356500.502269244,1.4732711571268735,1.4732711571268735,25.792943692800165,"Yes, both are traditional board games.",1.0
126,hotpotqa,2356501.976021875,0.6034068879671395,0.6034068879671395,18.229821732825563,Umina Beach,0.5499999999999999
127,hotpotqa,2356502.579859405,1.1877976721152663,1.1877976721152663,23.57303828533082,"Ortigas Center, Quezon City.",0.5641025641025641
128,hotpotqa,2356503.768235807,1.7894372041337192,1.7894372041337192,13.4120381226893,Arizona State University,0.9795918367346939
129,hotpotqa,2356505.558124528,0.6736049819737673,0.6736049819737673,53.443785250094805,"Suining had a population of 658,798.",1.0
130,hotpotqa,2356506.232408298,1.5736847426742315,1.5736847426742315,24.147149025175736,Video game development and publishing.,0.5858585858585859
131,hotpotqa,2356507.806564228,1.4730360857211051,1.4730360857211051,22.402709831677537,"No, only Frank Lloyd is American.",1.0
132,hotpotqa,2356509.280159949,1.6727497591637075,1.6727497591637075,20.923631767550383,French mathematician and physicist.,1.0
133,hotpotqa,2356510.953415893,1.0588231259025631,1.0588231259025631,20.77778569602617,Elvis' Christmas Album,1.0
134,hotpotqa,2356512.012731764,1.7482663500122726,1.7482663500122726,9.723918783817272,Operation Iceberg,1.0
135,hotpotqa,2356513.761461569,1.2841782290488482,1.2841782290488482,10.901913522057896,Logar Province,1.0
136,hotpotqa,2356515.046083409,0.7894275560975075,0.7894275560975075,15.20088817183093,Allan McNish,0.9600000000000001
137,hotpotqa,2356515.835971809,1.802808220963925,1.802808220963925,3.3281410247796197,Plato.,0.33333333333333337
138,hotpotqa,2356517.639268025,2.0154313440434635,2.0154313440434635,14.388979354572648,"Donaghadee, Northern Ireland.",1.0
139,hotpotqa,2356519.655196515,2.009690941311419,2.009690941311419,12.43972368392441,Joe Gooch was born later.,1.0
140,hotpotqa,2356521.665550564,1.580791886895895,1.580791886895895,17.080047173710046,Both are poets and writers.,0.823529411764706
141,hotpotqa,2356523.246895252,1.6753142080269754,1.6753142080269754,0.5969029542092311,O,0.0
142,hotpotqa,2356524.922711744,1.8436264931224289,1.8436264931224289,9.220956665256107,Purdue University,0.6415094339622641
143,hotpotqa,2356526.766834258,1.6628994038328528,1.6628994038328528,6.6149521580474815,John Locke.,0.9523809523809523
144,hotpotqa,2356528.43018287,1.8234739298932252,1.8234739298932252,10.419671862877994,Thirty-five people.,1.0
145,hotpotqa,2356530.254120897,1.7759967371821404,1.7759967371821404,6.193705072596582,Currer Bell,0.45000000000000007
146,hotpotqa,2356532.030685534,1.952576719224453,1.952576719224453,20.99789452384993,"No, the Beagle is universally recognized.",0.8297872340425531
147,hotpotqa,2356533.983781378,1.653518763370812,1.653518763370812,13.909730273101296,A Little Chaos in 2014.,0.7567567567567568
148,hotpotqa,2356535.637810834,1.4381710109300911,1.4381710109300911,24.33646606279796,the southern Dolomitic Alps region.,1.0
149,hotpotqa,2356537.076497885,2.022131083998829,2.022131083998829,15.8248890258484,Leeds United was formed in 1919.,0.5762711864406779
150,hotpotqa,2356539.099117239,1.8740884708240628,1.8740884708240628,19.20933859871103,The French gave Faisal an ultimatum.,0.5151515151515152
151,hotpotqa,2356540.973767154,1.768107230309397,1.768107230309397,14.704990486041009,University of Pennsylvania,0.8260869565217392
152,hotpotqa,2356542.74236498,1.770522525999695,1.770522525999695,11.860905292996886,Brian Stokes Mitchell,1.0
153,hotpotqa,2356544.513345299,1.2615702943876386,1.2615702943876386,5.548640476984101,Netflix,1.0
154,hotpotqa,2356545.775331801,1.2642712374217808,1.2642712374217808,43.503322999075024,"No, Drunter und Drüber was not created by Leo Colovini.",0.6741573033707865
155,hotpotqa,2356547.040212114,0.777372136246413,0.777372136246413,27.01408890393182,"Louisville, Kentucky.",1.0
156,hotpotqa,2356547.818048959,1.8072733846493063,1.8072733846493063,6.086516900781174,Sonic Mania,1.0
157,hotpotqa,2356549.625816392,1.848083752207458,1.848083752207458,6.493212218151102,Mark Donohue,0.9600000000000001
158,hotpotqa,2356551.474398205,1.3966760728508234,1.3966760728508234,26.491468364942705,Acting career in film and television.,0.676923076923077
159,hotpotqa,2356552.871582191,1.164869376923889,1.164869376923889,10.301584227142117,Veyil (2006),0.32432432432432434
160,hotpotqa,2356554.03694107,1.2295752218924465,1.2295752218924465,14.639201961386386,Kentucky Derby Day,0.8108108108108109
161,hotpotqa,2356555.266987858,1.1674963650293648,1.1674963650293648,8.565337160384633,Neighbours,1.0
162,hotpotqa,2356556.434933675,1.1435484420508146,1.1435484420508146,8.744710440133362,Bill Miner,0.9523809523809523
163,hotpotqa,2356557.578901112,1.8279769257642329,1.8279769257642329,8.205792856892252,Chippewa County,0.967741935483871
164,hotpotqa,2356559.407375453,1.999475781805813,1.999475781805813,14.503801578336118,"4,000 capacity (3,677 seated)",0.3859649122807018
165,hotpotqa,2356561.407319328,0.5294580641202629,0.5294580641202629,35.88575052033635,The Atlantic Ocean.,1.0
166,hotpotqa,2356561.937232137,1.7590217287652194,1.7590217287652194,7.95896933565885,Film director.,1.0
167,hotpotqa,2356563.696683007,0.5143399783410132,0.5143399783410132,15.553914408527486,IK Start,0.45714285714285713
168,hotpotqa,2356564.211483215,1.85528824524954,1.85528824524954,9.16299666293281,green and yellow.,1.0
169,hotpotqa,2356566.067286581,1.7316148090176284,1.7316148090176284,16.16987788172407,A former World War II nurse.,0.912280701754386
170,hotpotqa,2356567.799385211,1.685938109178096,1.685938109178096,9.4902653382692,The Royal Ballet,1.0
171,hotpotqa,2356569.485778885,1.809586598072201,1.809586598072201,9.394410866056663,The City of Peace,1.0
172,hotpotqa,2356571.295804666,1.635408251080662,1.635408251080662,9.783489834680331,Martin Scorsese.,1.0
173,hotpotqa,2356572.931719347,2.0958130951039493,2.0958130951039493,21.948522083129014,Michael Tippett wrote his music most recently.,0.9425287356321839
174,hotpotqa,2356575.028111327,1.5446913400664926,1.5446913400664926,4.531649669052122,Babylon,0.5
175,hotpotqa,2356576.573239539,0.7134585552848876,0.7134585552848876,12.614608001170096,Ten Walls,0.9473684210526316
176,hotpotqa,2356577.287166977,2.330569275189191,2.330569275189191,34.75545690158666,There is no information about John Paesano writing a film for DreamWorks Dragons.,1.0
177,hotpotqa,2356579.618281885,1.4087107060477138,1.4087107060477138,2.8394758290880184,1984,0.75
178,hotpotqa,2356581.027421927,1.382616315968335,1.382616315968335,58.58458276855392,There is no information about Cosmos having a singer with the lowest vocal range.,1.0
179,hotpotqa,2356582.410900182,1.857701359782368,1.857701359782368,18.30218825052868,English writers and intellectuals.,0.806451612903226
180,hotpotqa,2356584.269055684,1.76724134106189,1.76724134106189,8.487805061750583,the Qin dynasty,0.36363636363636365
181,hotpotqa,2356586.036740033,1.006090110167861,1.006090110167861,28.824455888112745,The Waverer / The Weathercock,0.3870967741935484
182,hotpotqa,2356587.043305556,1.3055984829552472,1.3055984829552472,19.148306563141848,Arizona State University.,0.5882352941176471
183,hotpotqa,2356588.349365281,1.512400824110955,1.512400824110955,19.836011407647245,"Yes, they are both dog breeds.",0.9090909090909091
184,hotpotqa,2356589.86223314,1.442111977841705,1.442111977841705,20.10939541837937,Switchfoot is still together.,0.5555555555555556
185,hotpotqa,2356591.304835553,2.003531259018928,2.003531259018928,20.96298713131444,"No, Gerald R. Ford Airport is in Michigan.",0.8571428571428571
186,hotpotqa,2356593.308923357,1.824411268811673,1.824411268811673,15.347416713906702,Jake Kasdan won more awards.,1.0
187,hotpotqa,2356595.133824583,0.9432135978713632,0.9432135978713632,23.324515305599306,The South Nashua River,0.7457627118644068
188,hotpotqa,2356596.077545739,1.1916163172572851,1.1916163172572851,26.85428148017781,He was a prominent Maine figure.,0.7096774193548386
189,hotpotqa,2356597.269678093,1.9003307078965008,1.9003307078965008,15.786725897413596,Antony Cotton won Let's Dance.,1.0
190,hotpotqa,2356599.170519209,1.6417382578365505,1.6417382578365505,10.354878385061363,The River Thames.,1.0
191,hotpotqa,2356600.812707249,0.8050923510454595,0.8050923510454595,34.778618830051435,Allure is a beauty magazine.,1.0
192,hotpotqa,2356601.618259454,1.2244548527523875,1.2244548527523875,9.800279669785972,Jaleel White,1.0
193,hotpotqa,2356602.843153337,0.9801991768181324,0.9801991768181324,36.72722937481052,"Lake Wallace in Victoria, Australia.",0.819672131147541
194,hotpotqa,2356603.823835112,1.9734612526372075,1.9734612526372075,17.73533681151745,over 100 million records worldwide.,0.7999999999999999
195,hotpotqa,2356605.797796453,1.191907985135913,1.191907985135913,16.779818785859888,Two Episodes of Mash,1.0
196,hotpotqa,2356606.9901676,1.506848894059658,1.506848894059658,2.654546196217094,1998,1.0
197,hotpotqa,2356608.497451133,0.4683975628577173,0.4683975628577173,14.944569645692956,William,1.0
198,hotpotqa,2356608.966352685,1.8398778028786185,1.8398778028786185,7.609200990465788,Jerry Bingham.,1.0
199,hotpotqa,2356610.806687044,1.013032412156463,1.013032412156463,36.524004124643305,"No, Kaiping is in Guangdong Province.",0.5483870967741935
